From,Date,Subject,Receivers
Sten.Sanjorge Jr.@gastech.com.tethys,1/6/2014 11:53,IPO, Willem.Vasco-Pais@gastech.com.kronos
Mat.Bramar@gastech.com.kronos,1/6/2014 12:05,Craft night,Mat.Bramar@gastech.com.kronos
Mat.Bramar@gastech.com.kronos,1/6/2014 12:05,Craft night, Anda.Ribera@gastech.com.kronos
Mat.Bramar@gastech.com.kronos,1/6/2014 12:05,Craft night, Rachel.Pantanal@gastech.com.kronos
Mat.Bramar@gastech.com.kronos,1/6/2014 12:05,Craft night, Linda.Lagos@gastech.com.kronos
Mat.Bramar@gastech.com.kronos,1/6/2014 12:05,Craft night, Ruscella.Mies.Haber@gastech.com.kronos
Mat.Bramar@gastech.com.kronos,1/6/2014 12:05,Craft night, Carla.Forluniau@gastech.com.kronos
Mat.Bramar@gastech.com.kronos,1/6/2014 12:05,Craft night, Cornelia.Lais@gastech.com.kronos
Lucas.Alcazar@gastech.com.kronos,1/6/2014 12:05,RE: GT-SeismicProcessorPro Bug Report,Isak.Baza@gastech.com.kronos
Lucas.Alcazar@gastech.com.kronos,1/6/2014 12:05,RE: GT-SeismicProcessorPro Bug Report, Lucas.Alcazar@gastech.com.kronos
Ingrid.Barranco@gastech.com.kronos,1/6/2014 12:15,RE: Plants,Loreto.Bodrogi@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 12:15,Wellhead flow rate data,Felix.Balas@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 12:15,Wellhead flow rate data, Lars.Azada@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 12:15,Wellhead flow rate data, Elsa.Orilla@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 12:15,Wellhead flow rate data, Birgitta.Frente@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 12:15,Wellhead flow rate data, Kare.Orilla@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 12:15,Wellhead flow rate data, Isande.Borrasca@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 12:15,Wellhead flow rate data, Gustav.Cazar@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 12:15,Wellhead flow rate data, Axel.Calzas@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 12:15,Wellhead flow rate data, Vira.Frente@gastech.com.kronos
Lars.Azada@gastech.com.kronos,1/6/2014 12:21,RE: Wellhead flow rate data,Birgitta.Frente@gastech.com.kronos
Lars.Azada@gastech.com.kronos,1/6/2014 12:21,RE: Wellhead flow rate data, Lars.Azada@gastech.com.kronos
Lars.Azada@gastech.com.kronos,1/6/2014 12:21,RE: Wellhead flow rate data, Felix.Balas@gastech.com.kronos
Stenig.Fusil@gastech.com.kronos,1/6/2014 12:28,RE: Service anniversary,Orhan.Strum@gastech.com.kronos
Orhan.Strum@gastech.com.kronos,1/6/2014 12:28,RE: Service anniversary,Stenig.Fusil@gastech.com.kronos
Albina.Hafon@gastech.com.kronos,1/6/2014 12:30,RE: New refueling policies - Effective February 1,Dante.Coginian@gastech.com.kronos
Albina.Hafon@gastech.com.kronos,1/6/2014 12:30,RE: New refueling policies - Effective February 1, Irene.Nant@gastech.com.kronos
Albina.Hafon@gastech.com.kronos,1/6/2014 12:30,RE: New refueling policies - Effective February 1, Dylan.Scozzese@gastech.com.kronos
Albina.Hafon@gastech.com.kronos,1/6/2014 12:30,RE: New refueling policies - Effective February 1, Benito.Hawelon@gastech.com.kronos
Albina.Hafon@gastech.com.kronos,1/6/2014 12:30,RE: New refueling policies - Effective February 1, Valeria.Morlun@gastech.com.kronos
Albina.Hafon@gastech.com.kronos,1/6/2014 12:30,RE: New refueling policies - Effective February 1, Adan.Morlun@gastech.com.kronos
Albina.Hafon@gastech.com.kronos,1/6/2014 12:30,RE: New refueling policies - Effective February 1, Emile.Arpa@gastech.com.kronos
Nils.Calixto@gastech.com.kronos,1/6/2014 12:34,RE: GT-SeismicProcessorPro Bug Report,Nils.Calixto@gastech.com.kronos
Nils.Calixto@gastech.com.kronos,1/6/2014 12:34,RE: GT-SeismicProcessorPro Bug Report, Sven.Flecha@gastech.com.kronos
Felix.Balas@gastech.com.kronos,1/6/2014 12:36,RE: Wellhead flow rate data,Birgitta.Frente@gastech.com.kronos
Felix.Balas@gastech.com.kronos,1/6/2014 12:36,RE: Wellhead flow rate data, Lars.Azada@gastech.com.kronos
Felix.Balas@gastech.com.kronos,1/6/2014 12:36,RE: Wellhead flow rate data, Felix.Balas@gastech.com.kronos
Felix.Balas@gastech.com.kronos,1/6/2014 12:37,RE: Wellhead flow rate data,Birgitta.Frente@gastech.com.kronos
Felix.Balas@gastech.com.kronos,1/6/2014 12:37,RE: Wellhead flow rate data, Lars.Azada@gastech.com.kronos
Felix.Balas@gastech.com.kronos,1/6/2014 12:37,RE: Wellhead flow rate data, Felix.Balas@gastech.com.kronos
Lars.Azada@gastech.com.kronos,1/6/2014 12:39,RE: Wellhead flow rate data,Birgitta.Frente@gastech.com.kronos
Lars.Azada@gastech.com.kronos,1/6/2014 12:39,RE: Wellhead flow rate data, Lars.Azada@gastech.com.kronos
Lars.Azada@gastech.com.kronos,1/6/2014 12:39,RE: Wellhead flow rate data, Felix.Balas@gastech.com.kronos
Loreto.Bodrogi@gastech.com.kronos,1/6/2014 12:44,RE: Patrol schedule changes,Varja.Lagos@gastech.com.kronos
Loreto.Bodrogi@gastech.com.kronos,1/6/2014 12:44,RE: Patrol schedule changes, Hennie.Osvaldo@gastech.com.kronos
Loreto.Bodrogi@gastech.com.kronos,1/6/2014 12:44,RE: Patrol schedule changes, Loreto.Bodrogi@gastech.com.kronos
Loreto.Bodrogi@gastech.com.kronos,1/6/2014 12:44,RE: Patrol schedule changes, Inga.Ferro@gastech.com.kronos
Loreto.Bodrogi@gastech.com.kronos,1/6/2014 12:48,RE: Plants,Ingrid.Barranco@gastech.com.kronos
Willem.Vasco-Pais@gastech.com.kronos,1/6/2014 12:56,RE: IPO,Orhan.Strum@gastech.com.kronos
Willem.Vasco-Pais@gastech.com.kronos,1/6/2014 12:56,RE: IPO, Willem.Vasco-Pais@gastech.com.kronos
Anda.Ribera@gastech.com.kronos,1/6/2014 13:01,Favor - borrow hedge trimmer,Valeria.Morlun@gastech.com.kronos
Orhan.Strum@gastech.com.kronos,1/6/2014 13:05,RE: IPO,Orhan.Strum@gastech.com.kronos
Orhan.Strum@gastech.com.kronos,1/6/2014 13:05,RE: IPO, Willem.Vasco-Pais@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 13:07,RE: New refueling policies - Effective February 1,Adan.Morlun@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 13:07,RE: New refueling policies - Effective February 1, Claudio.Hawelon@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 13:07,RE: New refueling policies - Effective February 1, Valeria.Morlun@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 13:07,RE: New refueling policies - Effective February 1, Varro.Awelon@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 13:07,RE: New refueling policies - Effective February 1, Albina.Hafon@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 13:07,RE: New refueling policies - Effective February 1, Emile.Arpa@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 13:07,RE: New refueling policies - Effective February 1, Irene.Nant@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 13:07,RE: New refueling policies - Effective February 1, Benito.Hawelon@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 13:07,RE: New refueling policies - Effective February 1, Dante.Coginian@gastech.com.kronos
Felix.Resumir@gastech.com.kronos,1/6/2014 13:08,RE: Inspection request for site,Felix.Resumir@gastech.com.kronos
Felix.Resumir@gastech.com.kronos,1/6/2014 13:08,RE: Inspection request for site, Hideki.Cocinaro@gastech.com.kronos
Felix.Resumir@gastech.com.kronos,1/6/2014 13:08,RE: Inspection request for site, Inga.Ferro@gastech.com.kronos
Felix.Resumir@gastech.com.kronos,1/6/2014 13:08,RE: Inspection request for site, Varja.Lagos@gastech.com.kronos
Felix.Resumir@gastech.com.kronos,1/6/2014 13:08,RE: Inspection request for site, Kanon.Herrero@gastech.com.kronos
Felix.Resumir@gastech.com.kronos,1/6/2014 13:08,RE: Inspection request for site, Stenig.Fusil@gastech.com.kronos
Felix.Resumir@gastech.com.kronos,1/6/2014 13:08,RE: Inspection request for site, Hennie.Osvaldo@gastech.com.kronos
Felix.Resumir@gastech.com.kronos,1/6/2014 13:08,RE: Inspection request for site, Isia.Vann@gastech.com.kronos
Felix.Resumir@gastech.com.kronos,1/6/2014 13:08,RE: Inspection request for site, Edvard.Vann@gastech.com.kronos
Felix.Resumir@gastech.com.kronos,1/6/2014 13:08,RE: Inspection request for site, Loreto.Bodrogi@gastech.com.kronos
Bertrand.Ovan@gastech.com.kronos,1/6/2014 13:14,Facilities preparations for VIP visit,Emile.Arpa@gastech.com.kronos
Bertrand.Ovan@gastech.com.kronos,1/6/2014 13:14,Facilities preparations for VIP visit, Varro.Awelon@gastech.com.kronos
Bertrand.Ovan@gastech.com.kronos,1/6/2014 13:14,Facilities preparations for VIP visit, Dante.Coginian@gastech.com.kronos
Bertrand.Ovan@gastech.com.kronos,1/6/2014 13:14,Facilities preparations for VIP visit, Albina.Hafon@gastech.com.kronos
Bertrand.Ovan@gastech.com.kronos,1/6/2014 13:14,Facilities preparations for VIP visit, Benito.Hawelon@gastech.com.kronos
Bertrand.Ovan@gastech.com.kronos,1/6/2014 13:14,Facilities preparations for VIP visit, Claudio.Hawelon@gastech.com.kronos
Bertrand.Ovan@gastech.com.kronos,1/6/2014 13:14,Facilities preparations for VIP visit, Henk.Mies@gastech.com.kronos
Bertrand.Ovan@gastech.com.kronos,1/6/2014 13:14,Facilities preparations for VIP visit, Valeria.Morlun@gastech.com.kronos
Bertrand.Ovan@gastech.com.kronos,1/6/2014 13:14,Facilities preparations for VIP visit, Adan.Morlun@gastech.com.kronos
Bertrand.Ovan@gastech.com.kronos,1/6/2014 13:14,Facilities preparations for VIP visit, Cecilia.Morluniau@gastech.com.kronos
Bertrand.Ovan@gastech.com.kronos,1/6/2014 13:14,Facilities preparations for VIP visit, Irene.Nant@gastech.com.kronos
Bertrand.Ovan@gastech.com.kronos,1/6/2014 13:14,Facilities preparations for VIP visit, Dylan.Scozzese@gastech.com.kronos
Felix.Balas@gastech.com.kronos,1/6/2014 13:16,RE: Wellhead flow rate data,Birgitta.Frente@gastech.com.kronos
Felix.Balas@gastech.com.kronos,1/6/2014 13:16,RE: Wellhead flow rate data, Lars.Azada@gastech.com.kronos
Felix.Balas@gastech.com.kronos,1/6/2014 13:16,RE: Wellhead flow rate data, Felix.Balas@gastech.com.kronos
Ingrid.Barranco@gastech.com.kronos,1/6/2014 13:21,RE: Plants,Loreto.Bodrogi@gastech.com.kronos
Birgitta.Frente@gastech.com.kronos,1/6/2014 13:23,RE: Wellhead flow rate data,Birgitta.Frente@gastech.com.kronos
Birgitta.Frente@gastech.com.kronos,1/6/2014 13:23,RE: Wellhead flow rate data, Lars.Azada@gastech.com.kronos
Birgitta.Frente@gastech.com.kronos,1/6/2014 13:23,RE: Wellhead flow rate data, Felix.Balas@gastech.com.kronos
Carla.Forluniau@gastech.com.kronos,1/6/2014 13:24,Question - Protocol for VIP visit,Mat.Bramar@gastech.com.kronos
Carla.Forluniau@gastech.com.kronos,1/6/2014 13:24,Question - Protocol for VIP visit, Anda.Ribera@gastech.com.kronos
Carla.Forluniau@gastech.com.kronos,1/6/2014 13:24,Question - Protocol for VIP visit, Rachel.Pantanal@gastech.com.kronos
Carla.Forluniau@gastech.com.kronos,1/6/2014 13:24,Question - Protocol for VIP visit, Linda.Lagos@gastech.com.kronos
Carla.Forluniau@gastech.com.kronos,1/6/2014 13:24,Question - Protocol for VIP visit, Ruscella.Mies.Haber@gastech.com.kronos
Carla.Forluniau@gastech.com.kronos,1/6/2014 13:24,Question - Protocol for VIP visit, Carla.Forluniau@gastech.com.kronos
Carla.Forluniau@gastech.com.kronos,1/6/2014 13:24,Question - Protocol for VIP visit, Cornelia.Lais@gastech.com.kronos
Loreto.Bodrogi@gastech.com.kronos,1/6/2014 13:26,RE: Plants,Ingrid.Barranco@gastech.com.kronos
Anda.Ribera@gastech.com.kronos,1/6/2014 13:29,RE: Craft night,Mat.Bramar@gastech.com.kronos
Anda.Ribera@gastech.com.kronos,1/6/2014 13:29,RE: Craft night, Anda.Ribera@gastech.com.kronos
Anda.Ribera@gastech.com.kronos,1/6/2014 13:29,RE: Craft night, Rachel.Pantanal@gastech.com.kronos
Anda.Ribera@gastech.com.kronos,1/6/2014 13:29,RE: Craft night, Linda.Lagos@gastech.com.kronos
Anda.Ribera@gastech.com.kronos,1/6/2014 13:29,RE: Craft night, Ruscella.Mies.Haber@gastech.com.kronos
Anda.Ribera@gastech.com.kronos,1/6/2014 13:29,RE: Craft night, Carla.Forluniau@gastech.com.kronos
Anda.Ribera@gastech.com.kronos,1/6/2014 13:29,RE: Craft night, Cornelia.Lais@gastech.com.kronos
Claudio.Hawelon@gastech.com.kronos,1/6/2014 13:35,Route suggestion for next shift,Irene.Nant@gastech.com.kronos
Claudio.Hawelon@gastech.com.kronos,1/6/2014 13:35,Route suggestion for next shift, Cecilia.Morluniau@gastech.com.kronos
Claudio.Hawelon@gastech.com.kronos,1/6/2014 13:35,Route suggestion for next shift, Dylan.Scozzese@gastech.com.kronos
Hennie.Osvaldo@gastech.com.kronos,1/6/2014 13:42,Concert tickets,Kanon.Herrero@gastech.com.kronos
Cornelia.Lais@gastech.com.kronos,1/6/2014 13:48,RE: Craft night,Mat.Bramar@gastech.com.kronos
Cornelia.Lais@gastech.com.kronos,1/6/2014 13:48,RE: Craft night, Anda.Ribera@gastech.com.kronos
Cornelia.Lais@gastech.com.kronos,1/6/2014 13:48,RE: Craft night, Rachel.Pantanal@gastech.com.kronos
Cornelia.Lais@gastech.com.kronos,1/6/2014 13:48,RE: Craft night, Linda.Lagos@gastech.com.kronos
Cornelia.Lais@gastech.com.kronos,1/6/2014 13:48,RE: Craft night, Ruscella.Mies.Haber@gastech.com.kronos
Cornelia.Lais@gastech.com.kronos,1/6/2014 13:48,RE: Craft night, Carla.Forluniau@gastech.com.kronos
Cornelia.Lais@gastech.com.kronos,1/6/2014 13:48,RE: Craft night, Cornelia.Lais@gastech.com.kronos
Valeria.Morlun@gastech.com.kronos,1/6/2014 13:49,RE: Favor - borrow hedge trimmer,Anda.Ribera@gastech.com.kronos
Cecilia.Morluniau@gastech.com.kronos,1/6/2014 13:54,Supplies,Ingrid.Barranco@gastech.com.kronos
Anda.Ribera@gastech.com.kronos,1/6/2014 13:59,RE: Favor - borrow hedge trimmer,Valeria.Morlun@gastech.com.kronos
Adan.Morlun@gastech.com.kronos,1/6/2014 13:59,RE: New refueling policies - Effective February 1,Claudio.Hawelon@gastech.com.kronos
Adan.Morlun@gastech.com.kronos,1/6/2014 13:59,RE: New refueling policies - Effective February 1, Benito.Hawelon@gastech.com.kronos
Adan.Morlun@gastech.com.kronos,1/6/2014 13:59,RE: New refueling policies - Effective February 1, Henk.Mies@gastech.com.kronos
Adan.Morlun@gastech.com.kronos,1/6/2014 13:59,RE: New refueling policies - Effective February 1, Dylan.Scozzese@gastech.com.kronos
Adan.Morlun@gastech.com.kronos,1/6/2014 13:59,RE: New refueling policies - Effective February 1, Valeria.Morlun@gastech.com.kronos
Adan.Morlun@gastech.com.kronos,1/6/2014 13:59,RE: New refueling policies - Effective February 1, Irene.Nant@gastech.com.kronos
Adan.Morlun@gastech.com.kronos,1/6/2014 13:59,RE: New refueling policies - Effective February 1, Dante.Coginian@gastech.com.kronos
Adan.Morlun@gastech.com.kronos,1/6/2014 13:59,RE: New refueling policies - Effective February 1, Emile.Arpa@gastech.com.kronos
Adan.Morlun@gastech.com.kronos,1/6/2014 13:59,RE: New refueling policies - Effective February 1, Adan.Morlun@gastech.com.kronos
Adan.Morlun@gastech.com.kronos,1/6/2014 13:59,RE: New refueling policies - Effective February 1, Varro.Awelon@gastech.com.kronos
Varro.Awelon@gastech.com.kronos,1/6/2014 14:01,RE: Don't text and drive!,Benito.Hawelon@gastech.com.kronos
Varro.Awelon@gastech.com.kronos,1/6/2014 14:01,RE: Don't text and drive!, Cecilia.Morluniau@gastech.com.kronos
Varro.Awelon@gastech.com.kronos,1/6/2014 14:01,RE: Don't text and drive!, Varro.Awelon@gastech.com.kronos
Varro.Awelon@gastech.com.kronos,1/6/2014 14:01,RE: Don't text and drive!, Albina.Hafon@gastech.com.kronos
Varro.Awelon@gastech.com.kronos,1/6/2014 14:01,RE: Don't text and drive!, Dante.Coginian@gastech.com.kronos
Varro.Awelon@gastech.com.kronos,1/6/2014 14:01,RE: Don't text and drive!, Claudio.Hawelon@gastech.com.kronos
Dante.Coginian@gastech.com.kronos,1/6/2014 14:05,Congratulations on your service anniversary,Lucas.Alcazar@gastech.com.kronos
Nils.Calixto@gastech.com.kronos,1/6/2014 14:16,RE: GT-SeismicProcessorPro Bug Report,Nils.Calixto@gastech.com.kronos
Nils.Calixto@gastech.com.kronos,1/6/2014 14:16,RE: GT-SeismicProcessorPro Bug Report, Sven.Flecha@gastech.com.kronos
Willem.Vasco-Pais@gastech.com.kronos,1/6/2014 14:19,RE: IPO,Orhan.Strum@gastech.com.kronos
Willem.Vasco-Pais@gastech.com.kronos,1/6/2014 14:19,RE: IPO, Willem.Vasco-Pais@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 14:19,RE: New refueling policies - Effective February 1,Claudio.Hawelon@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 14:19,RE: New refueling policies - Effective February 1, Dante.Coginian@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 14:19,RE: New refueling policies - Effective February 1, Valeria.Morlun@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 14:19,RE: New refueling policies - Effective February 1, Albina.Hafon@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 14:19,RE: New refueling policies - Effective February 1, Emile.Arpa@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 14:19,RE: New refueling policies - Effective February 1, Cecilia.Morluniau@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 14:19,RE: New refueling policies - Effective February 1, Adan.Morlun@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 14:19,RE: New refueling policies - Effective February 1, Benito.Hawelon@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 14:19,RE: New refueling policies - Effective February 1, Varro.Awelon@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 14:22,Meeting,Lars.Azada@gastech.com.kronos
Dante.Coginian@gastech.com.kronos,1/6/2014 14:23,RE: New refueling policies - Effective February 1,Valeria.Morlun@gastech.com.kronos
Dante.Coginian@gastech.com.kronos,1/6/2014 14:23,RE: New refueling policies - Effective February 1, Albina.Hafon@gastech.com.kronos
Dante.Coginian@gastech.com.kronos,1/6/2014 14:23,RE: New refueling policies - Effective February 1, Varro.Awelon@gastech.com.kronos
Dante.Coginian@gastech.com.kronos,1/6/2014 14:23,RE: New refueling policies - Effective February 1, Benito.Hawelon@gastech.com.kronos
Dante.Coginian@gastech.com.kronos,1/6/2014 14:23,RE: New refueling policies - Effective February 1, Dante.Coginian@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 14:26,RE: Route suggestion for next shift,Dante.Coginian@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 14:26,RE: Route suggestion for next shift, Albina.Hafon@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 14:26,RE: Route suggestion for next shift, Benito.Hawelon@gastech.com.kronos
Benito.Hawelon@gastech.com.kronos,1/6/2014 14:26,RE: Route suggestion for next shift, Henk.Mies@gastech.com.kronos
Nils.Calixto@gastech.com.kronos,1/6/2014 14:28,RE: GT-SeismicProcessorPro Bug Report,Nils.Calixto@gastech.com.kronos
Nils.Calixto@gastech.com.kronos,1/6/2014 14:28,RE: GT-SeismicProcessorPro Bug Report, Sven.Flecha@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 14:30,RE: Wellhead flow rate data,Felix.Balas@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 14:30,RE: Wellhead flow rate data, Lars.Azada@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 14:30,RE: Wellhead flow rate data, Elsa.Orilla@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 14:30,RE: Wellhead flow rate data, Birgitta.Frente@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 14:30,RE: Wellhead flow rate data, Kare.Orilla@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 14:30,RE: Wellhead flow rate data, Isande.Borrasca@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 14:30,RE: Wellhead flow rate data, Gustav.Cazar@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 14:30,RE: Wellhead flow rate data, Axel.Calzas@gastech.com.kronos
Axel.Calzas@gastech.com.kronos,1/6/2014 14:30,RE: Wellhead flow rate data, Vira.Frente@gastech.com.kronos
Albina.Hafon@gastech.com.kronos,1/6/2014 14:33,RE: Route suggestion for next shift,Dante.Coginian@gastech.com.kronos
Albina.Hafon@gastech.com.kronos,1/6/2014 14:33,RE: Route suggestion for next shift, Albina.Hafon@gastech.com.kronos
Albina.Hafon@gastech.com.kronos,1/6/2014 14:33,RE: Route suggestion for next shift, Benito.Hawelon@gastech.com.kronos
Albina.Hafon@gastech.com.kronos,1/6/2014 14:33,RE: Route suggestion for next shift, Henk.Mies@gastech.com.kronos
Anda.Ribera@gastech.com.kronos,1/6/2014 14:38,RE: Craft night,Mat.Bramar@gastech.com.kronos
Anda.Ribera@gastech.com.kronos,1/6/2014 14:38,RE: Craft night, Anda.Ribera@gastech.com.kronos
Anda.Ribera@gastech.com.kronos,1/6/2014 14:38,RE: Craft night, Rachel.Pantanal@gastech.com.kronos
Anda.Ribera@gastech.com.kronos,1/6/2014 14:38,RE: Craft night, Linda.Lagos@gastech.com.kronos
Anda.Ribera@gastech.com.kronos,1/6/2014 14:38,RE: Craft night, Ruscella.Mies.Haber@gastech.com.kronos
Anda.Ribera@gastech.com.kronos,1/6/2014 14:38,RE: Craft night, Carla.Forluniau@gastech.com.kronos
Anda.Ribera@gastech.com.kronos,1/6/2014 14:38,RE: Craft night, Cornelia.Lais@gastech.com.kronos
Vira.Frente@gastech.com.kronos,1/6/2014 14:43,Wellhead flow rate data,Isande.Borrasca@gastech.com.kronos
Vira.Frente@gastech.com.kronos,1/6/2014 14:43,Wellhead flow rate data, Elsa.Orilla@gastech.com.kronos
Vira.Frente@gastech.com.kronos,1/6/2014 14:43,Wellhead flow rate data, Felix.Balas@gastech.com.kronos
Vira.Frente@gastech.com.kronos,1/6/2014 14:43,Wellhead flow rate data, Brand.Tempestad@gastech.com.kronos
Vira.Frente@gastech.com.kronos,1/6/2014 14:43,Wellhead flow rate data, Kare.Orilla@gastech.com.kronos
Vira.Frente@gastech.com.kronos,1/6/2014 14:43,Wellhead flow rate data, Adra.Nubarron@gastech.com.kronos
Vira.Frente@gastech.com.kronos,1/6/2014 14:43,Wellhead flow rate data, Lars.Azada@gastech.com.kronos
Vira.Frente@gastech.com.kronos,1/6/2014 14:43,Wellhead flow rate data, Marin.Onda@gastech.com.kronos
Vira.Frente@gastech.com.kronos,1/6/2014 14:43,Wellhead flow rate data, Gustav.Cazar@gastech.com.kronos
Ruscella.Mies.Haber@gastech.com.kronos,1/6/2014 14:53,RE: Craft night,Mat.Bramar@gastech.com.kronos
Ruscella.Mies.Haber@gastech.com.kronos,1/6/2014 14:53,RE: Craft night, Anda.Ribera@gastech.com.kronos
Ruscella.Mies.Haber@gastech.com.kronos,1/6/2014 14:53,RE: Craft night, Rachel.Pantanal@gastech.com.kronos
Ruscella.Mies.Haber@gastech.com.kronos,1/6/2014 14:53,RE: Craft night, Linda.Lagos@gastech.com.kronos
Ruscella.Mies.Haber@gastech.com.kronos,1/6/2014 14:53,RE: Craft night, Ruscella.Mies.Haber@gastech.com.kronos
Ruscella.Mies.Haber@gastech.com.kronos,1/6/2014 14:53,RE: Craft night, Carla.Forluniau@gastech.com.kronos
Ruscella.Mies.Haber@gastech.com.kronos,1/6/2014 14:53,RE: Craft night, Cornelia.Lais@gastech.com.kronos
Willem.Vasco-Pais@gastech.com.kronos,1/6/2014 14:57,RE: IPO,Orhan.Strum@gastech.com.kronos
Willem.Vasco-Pais@gastech.com.kronos,1/6/2014 14:57,RE: IPO, Willem.Vasco-Pais@gastech.com.kronos
Kanon.Herrero@gastech.com.kronos,1/6/2014 15:04,RE: Concert tickets,Hennie.Osvaldo@gastech.com.kronos
Kanon.Herrero@gastech.com.kronos,1/6/2014 15:05,Late for meeting,Nils.Calixto@gastech.com.kronos
Sven.Flecha@gastech.com.kronos,1/6/2014 15:11,RE: GT-SeismicProcessorPro Bug Report,Nils.Calixto@gastech.com.kronos
Sven.Flecha@gastech.com.kronos,1/6/2014 15:11,RE: GT-SeismicProcessorPro Bug Report, Sven.Flecha@gastech.com.kronos
Claudio.Hawelon@gastech.com.kronos,1/6/2014 15:14,Are you buying coffee?,Rachel.Pantanal@gastech.com.kronos
Ingrid.Barranco@gastech.com.kronos,1/6/2014 15:17,RE: Supplies,Cecilia.Morluniau@gastech.com.kronos
Cecilia.Morluniau@gastech.com.kronos,1/6/2014 15:27,RE: Supplies,Ingrid.Barranco@gastech.com.kronos
Ruscella.Mies.Haber@gastech.com.kronos,1/6/2014 15:30,RE: Craft night,Mat.Bramar@gastech.com.kronos
Ruscella.Mies.Haber@gastech.com.kronos,1/6/2014 15:30,RE: Craft night, Anda.Ribera@gastech.com.kronos
Ruscella.Mies.Haber@gastech.com.kronos,1/6/2014 15:30,RE: Craft night, Rachel.Pantanal@gastech.com.kronos
Ruscella.Mies.Haber@gastech.com.kronos,1/6/2014 15:30,RE: Craft night, Linda.Lagos@gastech.com.kronos
Ruscella.Mies.Haber@gastech.com.kronos,1/6/2014 15:30,RE: Craft night, Ruscella.Mies.Haber@gastech.com.kronos
Ruscella.Mies.Haber@gastech.com.kronos,1/6/2014 15:30,RE: Craft night, Carla.Forluniau@gastech.com.kronos
Ruscella.Mies.Haber@gastech.com.kronos,1/6/2014 15:30,RE: Craft night, Cornelia.Lais@gastech.com.kronos
Mat.Bramar@gastech.com.kronos,1/6/2014 15:42,All staff announcement,Rachel.Pantanal@gastech.com.kronos
Mat.Bramar@gastech.com.kronos,1/6/2014 15:42,All staff announcement, Lars.Azada@gastech.com.kronos
Mat.Bramar@gastech.com.kronos,1/6/2014 15:42,All staff announcement, Felix.Balas@gastech.com.kronos
Mat.Bramar@gastech.com.kronos,1/6/2014 15:42,All staff announcement, Isande.Borrasca@gastech.com.kronos
Mat.Bramar@gastech.com.kronos,1/6/2014 15:42,All staff announcement, Axel.Calzas@gastech.com.kronos
Mat.Bramar@gastech.com.kronos,1/6/2014 15:42,All staff announcement, Gustav.Cazar@gastech.com.kronos
Mat.Bramar@gastech.com.kronos,1/6/2014 15:42,All staff announcement, Lidelse.Dedos@gastech.com.kronos
Mat.Bramar@gastech.com.kronos,1/6/2014 15:42,All staff announcement, Birgitta.Frente@gastech.com.kronos
